RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs_true,label_kmeans,label_hierarchical,label_dbscan,label_gmm
0.0,87,0,0.0,5400.0,2,0,0,0,0.0,0,0,0,0,0
0.542813536,39,0,0.534687311,9945.0,6,0,1,0,3.0,1,0,0,-1,0
0.01355749,57,0,0.352801894,3800.0,20,0,1,0,2.0,0,0,0,-1,0
0.981277592,27,0,0.367088608,1500.0,6,0,0,0,0.0,1,0,0,0,0
0.222948304,44,1,0.274825734,8750.0,6,0,1,0,3.0,0,0,0,-1,0
0.069873526,48,0,0.402759724,10000.0,9,0,2,0,0.0,0,0,0,0,0
0.547450121,51,0,0.075934251,14235.0,5,0,2,0,4.0,0,0,0,-1,0
0.112040502,50,0,0.353184991,4583.0,8,0,2,0,1.0,0,0,0,2,0
0.088946475,48,0,0.775074975,3000.0,24,0,1,0,1.0,0,0,0,-1,0
0.759816012,66,1,0.320403023,5954.0,9,0,2,0,1.0,0,0,0,-1,0
0.17828381,67,0,0.159160383,4906.0,4,1,1,0,0.0,0,0,1,-1,1
0.105456034,38,0,0.334915665,9900.0,7,0,2,0,3.0,0,0,0,1,0
0.315328448,41,0,2269.0,5400.0,13,0,1,0,3.0,0,0,0,-1,0
0.146540293,39,0,0.358528294,5000.0,11,0,2,0,3.0,0,0,0,1,0
0.098297073,31,0,0.225777422,10000.0,12,0,1,0,3.0,0,0,0,1,0
0.75669905,47,2,0.730104502,4975.0,9,0,2,0,0.0,1,0,0,-1,0
0.030182984,86,0,0.004439512,900.0,2,0,0,0,0.0,0,0,0,0,0
0.132721527,40,0,0.510034904,6875.0,12,0,1,0,0.0,0,0,0,0,0
0.207032733,34,0,0.26010513,5516.0,11,0,1,0,0.0,0,0,0,0,0
0.0,64,0,0.030967921,7200.0,2,0,0,0,0.0,0,0,0,0,0
0.253966263,48,1,0.770661157,5323.0,23,0,2,0,3.0,0,0,0,-1,0
0.169751783,56,0,0.302715699,18300.0,6,0,1,0,0.0,0,0,0,-1,0
0.985271882,57,0,0.240403174,9325.0,21,0,0,0,0.0,0,0,0,-1,0
0.030931682,58,1,891.0,5400.0,10,0,1,0,1.0,0,0,0,-1,0
0.000863044,41,0,0.253004312,10900.0,11,0,2,0,3.0,0,0,0,-1,0
0.418062726,67,0,0.413832057,7966.0,24,0,3,0,0.0,0,0,0,-1,0
0.715311532,45,0,0.163448965,13000.0,17,0,0,0,2.0,0,0,0,-1,0
0.032584667,46,0,0.516521923,9441.0,8,0,2,0,1.0,0,0,0,2,0
0.03709629,61,0,0.007541995,2916.0,1,0,0,0,0.0,0,0,0,0,0
0.0009995,45,0,0.3717699,7700.0,6,0,2,0,2.0,0,0,0,3,0
0.024465318,52,0,0.232873915,9794.0,24,0,2,0,2.0,0,0,0,-1,0
0.9999999,35,1,0.127567255,3456.0,1,0,0,0,4.0,1,0,0,-1,0
0.799852177,43,0,0.379091198,6293.0,8,0,2,0,1.0,0,0,0,-1,0
0.093864164,63,0,0.318925552,7333.0,11,0,1,0,0.0,0,0,0,0,0
0.412755691,53,0,0.585379361,10833.0,18,0,2,0,1.0,0,0,0,2,0
0.878024395,51,0,0.237758831,4104.0,5,0,0,0,0.0,0,0,0,0,0
0.365563444,48,0,0.207632061,6000.0,5,0,0,0,1.0,0,0,0,2,0
0.907706171,45,1,0.360045912,19166.0,15,0,2,0,2.0,1,0,0,-1,0
0.0,53,0,0.184028884,9416.0,16,0,0,0,0.0,0,0,0,0,0
0.484183735,28,0,0.095123901,1250.0,2,1,0,1,0.0,0,1,1,-1,1
0.0,63,0,0.25387179,5100.0,6,0,1,0,0.0,0,0,0,0,0
0.035327445,34,0,0.402698048,3483.0,6,0,2,0,1.0,0,0,0,2,0
0.068036992,32,0,0.101889811,10000.0,11,0,0,0,0.0,0,0,0,0,0
0.024916102,60,0,0.287618861,10200.0,14,0,1,0,2.0,0,0,0,3,0
0.009146254,87,0,0.009471192,3800.0,14,0,0,0,0.0,0,0,0,0,0
0.058506206,47,0,0.203708022,8575.0,6,0,1,0,1.0,0,0,0,2,0
0.587096552,36,1,0.303791393,6250.0,10,0,1,0,1.0,0,0,0,-1,0
0.226346707,30,0,0.238616071,4479.0,6,0,1,0,0.0,0,0,0,0,0
0.037569205,54,0,0.41276163,11800.0,13,0,4,0,3.0,0,0,0,-1,0
0.120760833,38,0,0.229732667,4600.0,5,0,1,0,4.0,0,0,0,-1,0
0.226275921,62,0,0.373775082,15000.0,15,0,3,0,0.0,0,0,0,-1,0
0.017539956,57,0,0.151652242,5083.0,14,0,2,0,0.0,0,0,0,0,0
0.108005245,80,0,0.189555399,7084.0,14,0,1,0,0.0,0,0,0,0,0
0.034349141,53,0,0.198555957,3600.0,6,0,1,0,0.0,0,0,0,0,0
0.852978607,48,0,0.280252186,9833.0,5,0,0,0,1.0,0,0,0,-1,0
0.824529245,36,0,25.89108911,100.0,4,0,2,0,3.0,0,0,0,-1,0
0.9999999,36,0,0.285578296,2100.0,2,0,0,0,0.0,1,0,0,0,0
0.105563148,85,1,0.291121162,4200.0,12,0,1,0,0.0,0,0,0,-1,0
0.057911027,33,0,93.0,5400.0,4,0,0,0,0.0,1,0,0,0,0
0.0,66,0,0.268117101,6250.0,7,0,0,0,0.0,0,0,0,0,0
0.076211496,61,0,762.0,5400.0,10,0,0,0,0.0,0,0,0,0,0
0.418385585,44,1,0.462307538,5000.0,7,0,1,0,2.0,0,0,0,-1,0
0.154315063,33,0,0.520127541,2508.0,12,0,1,0,0.0,0,0,0,0,0
0.044738099,33,0,0.483303339,5000.0,12,0,2,0,1.0,1,0,0,2,0
0.019745704,61,0,0.61971587,5771.0,12,0,2,0,1.0,0,0,0,2,0
0.436495359,46,1,543.0,5400.0,6,0,0,0,0.0,1,0,0,-1,0
0.0,49,0,0.171565687,5000.0,8,0,0,0,0.0,0,0,0,0,0
0.083636539,36,0,4979.040000000037,5400.0,7,0,2,0,0.0,0,0,0,-1,0
0.987275041,39,0,2477.0,5400.0,6,0,2,0,3.0,0,0,0,-1,0
0.921683305,76,0,1017.0,5400.0,6,0,0,0,1.0,0,0,0,-1,0
0.092779087,54,0,0.222252522,11000.0,5,0,2,0,0.0,0,0,0,0,0
0.007346164,47,0,0.228558038,6400.0,6,0,1,0,1.0,0,0,0,2,0
0.830730113,44,0,0.537337884,7324.0,8,0,1,0,2.0,0,0,0,3,0
0.072928911,53,0,0.229641151,9000.0,8,0,1,0,2.0,0,0,0,3,0
0.015171411,78,0,0.007328448,3001.0,6,0,0,0,1.0,0,0,0,2,0
0.120099485,38,0,0.232264334,4115.0,4,0,1,0,2.0,0,0,0,3,0
0.717173937,36,0,0.228294178,3915.0,7,0,0,0,0.0,0,0,0,0,0
0.038299043,43,0,0.211382114,9716.0,5,0,2,0,2.0,0,0,0,3,0
0.174722787,57,0,1212.0,5400.0,10,0,1,0,0.0,0,0,0,0,0
0.50896598,46,0,0.398671096,3611.0,6,0,1,0,2.0,0,0,0,3,0
0.884743504,46,2,0.551809998,5220.0,5,1,1,1,2.0,1,1,1,-1,1
0.9999999,31,0,0.375423588,18000.0,5,0,4,0,2.0,1,0,0,-1,0
0.007691382,61,0,0.253062245,12000.0,11,0,0,0,0.0,0,0,0,0,0
0.158117342,56,0,1.235050196,4581.0,22,0,2,0,2.0,0,0,0,-1,0
0.272971649,47,0,0.329190056,9975.0,10,0,2,0,2.0,0,0,0,3,0
0.123915176,43,0,4317.0,5400.0,6,0,2,0,1.0,0,0,0,-1,0
0.072527117,85,0,0.085382923,5000.0,11,0,1,0,0.0,0,0,0,0,0
0.132403976,28,0,0.932135729,500.0,4,0,0,0,1.0,0,0,0,2,0
0.9999999,32,0,1494.0,5400.0,4,3,0,2,0.0,1,1,1,-1,1
0.591961661,56,0,0.499685197,23000.0,12,0,4,0,0.0,0,0,0,-1,0
0.015172892,55,1,0.255928091,18133.0,11,0,1,0,1.0,0,0,0,-1,0
0.036765808,60,0,0.141090825,8653.0,5,0,1,0,1.0,0,0,0,2,0
0.054343891,44,0,0.430087154,7916.0,14,0,3,0,1.0,0,0,0,2,0
0.169574009,38,0,0.680976183,3400.0,14,0,1,0,0.0,0,0,0,0,0
0.004769952,39,0,0.123759136,18333.0,9,0,1,0,3.0,0,0,0,-1,0
0.083569138,25,0,13.0,5400.0,3,0,0,0,0.0,0,0,0,0,0
0.081180236,51,0,0.279588816,23000.0,12,0,3,0,3.0,0,0,0,-1,0
0.147289896,74,1,0.351108149,6000.0,19,0,0,0,0.0,0,0,0,-1,0
0.445925679,31,0,0.009140982,8532.0,6,0,0,1,2.0,1,1,1,-1,1
0.241546731,26,0,0.040602489,3053.0,4,0,0,0,0.0,0,0,0,0,0
0.090637306,57,0,0.149296016,11647.0,4,0,1,0,0.0,0,0,0,0,0
0.016570198,72,0,545.0,5400.0,13,0,1,0,0.0,0,0,0,0,0
0.583756345,77,4,4.394422311,501.0,5,0,1,0,0.0,0,0,0,-1,1
0.567829174,82,0,0.47631397,5783.0,12,0,1,0,0.0,1,0,0,0,0
0.249461748,26,0,0.882352941,764.0,4,0,0,0,0.0,0,0,0,0,0
0.056145093,56,0,0.824707298,9138.0,11,0,3,0,3.0,0,0,0,-1,0
0.0,54,0,0.362156818,13148.0,15,0,2,0,0.0,0,0,0,0,0
0.417715345,61,1,0.497316072,9500.0,4,1,1,1,0.0,1,1,1,-1,1
0.9999999,63,0,2417.0,5400.0,8,0,1,0,0.0,0,0,0,-1,0
0.462075021,53,1,0.382558338,5870.0,16,0,2,0,1.0,0,0,0,-1,0
0.484357022,48,0,0.338266001,11014.0,7,0,1,0,1.0,1,0,0,2,0
0.223885685,63,0,2183.0,0.0,6,0,2,0,0.0,0,0,0,-1,0
0.0,44,0,0.634773295,2800.0,6,0,2,0,1.0,0,0,0,2,0
0.093809551,56,0,0.436056394,10000.0,15,0,3,0,0.0,0,0,0,0,0
0.986270706,40,0,2113.0,0.0,5,0,1,0,4.0,0,0,0,-1,0
0.922718188,24,0,0.081836327,500.0,2,0,0,0,0.0,0,0,0,0,0
0.529882092,45,0,0.76807564,3595.0,12,0,1,0,3.0,0,0,0,-1,0
0.097197376,46,0,0.142171566,5000.0,4,0,0,0,1.0,0,0,0,2,0
0.865994331,51,0,0.657447517,3000.0,3,0,1,0,2.0,0,0,0,3,0
0.848136708,42,0,0.50090054,9993.0,8,0,2,0,1.0,0,0,0,-1,0
0.009499703,77,0,0.164652162,7445.0,6,0,1,0,0.0,0,0,0,0,0
0.008807801,76,0,1261.0,5400.0,8,0,1,0,0.0,0,0,0,0,0
0.051489242,54,0,0.248955916,21549.0,11,0,2,0,2.0,0,0,0,-1,0
0.017754665,62,0,0.040758023,10500.0,19,0,0,0,0.0,0,0,0,0,0
0.009516443,58,0,0.021640489,2864.0,13,0,0,0,0.0,0,0,0,0,0
0.001822328,72,0,0.290397582,4300.0,17,0,1,0,0.0,0,0,0,0,0
0.631710644,50,1,0.625169409,5164.0,10,0,1,0,2.0,0,0,0,-1,0
0.098704221,44,0,0.290671073,7867.0,4,0,1,0,0.0,0,0,0,0,0
0.9999999,54,0,0.247660187,4166.0,7,0,1,0,1.0,0,0,0,2,0
0.31912435,77,0,0.201013096,8093.0,8,0,2,0,0.0,0,0,0,0,0
0.0292733,61,0,0.019184652,1250.0,3,0,0,0,0.0,0,0,0,0,0
0.221421489,62,0,0.485099019,5200.0,10,0,1,0,0.0,0,0,0,0,0
0.068073298,61,0,1298.0,5400.0,10,0,1,0,0.0,0,0,0,0,0
0.996333578,34,0,0.54176663,4584.0,8,0,1,0,0.0,0,0,0,0,0
0.008886914,44,0,0.340491995,2560.0,6,0,0,0,2.0,0,0,0,3,0
0.048966504,67,0,0.020371785,3926.0,4,0,0,0,0.0,0,0,0,0,0
0.971751412,63,1,0.600393701,2539.0,8,0,0,0,0.0,1,0,0,-1,0
0.0,32,1,2521.0,5400.0,6,0,1,0,0.0,0,0,0,-1,0
0.176194967,76,0,0.459166466,4150.0,11,0,1,0,0.0,0,0,0,0,0
0.064804717,38,0,0.645419323,8000.0,11,0,3,0,2.0,0,0,0,3,0
0.863126782,50,2,0.318368163,10000.0,12,0,1,0,1.0,1,0,0,-1,0
0.033161045,37,0,0.086182763,5000.0,5,0,0,0,1.0,0,0,0,2,0
0.027230842,66,0,4072.0,5400.0,8,0,1,0,0.0,0,0,0,-1,0
0.0,63,0,2121.0,5400.0,10,0,2,0,0.0,0,0,0,0,0
0.057476396,67,1,0.003701745,20800.0,5,1,0,0,0.0,0,0,0,-1,1
0.003824191,65,0,0.08271474,6600.0,9,0,1,0,0.0,0,0,0,0,0
0.034018496,31,0,4979.040000000037,5400.0,11,0,2,0,0.0,0,0,0,-1,0
0.066582118,44,0,0.187904968,8333.0,7,0,1,0,2.0,0,0,0,3,0
0.404397069,24,0,0.021924482,820.0,2,0,0,0,0.0,0,0,0,0,0
0.342928314,48,0,0.492975105,4056.0,14,0,1,0,1.0,0,0,0,2,0
0.012791406,37,0,0.097584386,6250.0,9,0,0,0,0.0,0,0,0,0,0
0.094207462,62,0,0.093453273,2000.0,5,0,0,0,0.0,0,0,0,0,0
0.072251918,55,0,0.165279932,7090.0,6,0,1,0,0.0,0,0,0,0,0
0.9999999,58,0,3561.0,5400.0,3,0,1,0,0.0,0,0,0,-1,0
0.108037165,44,0,0.467154311,7108.0,7,0,2,0,0.0,0,0,0,0,0
0.037983115,46,0,2950.0,5400.0,11,0,1,0,0.0,0,0,0,0,0
0.057882811,63,0,0.367948017,16466.0,19,0,4,0,1.0,0,0,0,-1,0
0.036803,87,0,15.0,5400.0,4,0,0,0,0.0,0,0,0,0,0
0.909636146,35,1,0.205276175,2425.0,5,0,0,0,2.0,0,0,0,-1,0
0.896248876,26,0,1312.0,5400.0,6,0,0,0,0.0,0,0,0,0,0
0.038249363,56,0,0.311351351,3699.0,10,0,1,0,2.0,0,0,0,3,0
0.836744217,37,0,0.220617641,4500.0,3,0,0,0,1.0,0,0,0,2,0
0.921078921,25,0,0.010461062,2580.0,1,0,0,0,0.0,0,0,0,0,0
0.056111867,73,0,0.108111288,17000.0,15,0,3,0,1.0,0,0,0,-1,0
0.001578809,47,0,0.389471639,5147.0,5,0,2,0,0.0,0,0,0,0,0
0.22054024,55,0,0.941802697,1408.0,7,0,1,0,2.0,0,0,0,3,0
0.120429319,58,0,0.536238585,8650.0,10,0,2,0,1.0,0,0,0,2,0
0.886104468,75,1,0.489588154,4321.0,15,0,2,0,1.0,0,0,0,-1,0
0.393978534,80,0,0.986946257,7200.0,17,0,2,0,1.0,0,0,0,-1,0
0.9999999,28,4,0.0,5400.0,0,3,0,2,0.0,0,1,1,-1,1
0.9999999,27,1,527.0,5400.0,2,0,0,2,3.0,0,1,1,-1,1
0.064214811,46,0,2817.0,5400.0,8,0,1,0,0.0,0,0,0,0,0
0.018743314,41,0,0.003211132,3736.0,2,0,0,0,0.0,0,0,0,0,0
0.060572952,50,0,0.033859303,6083.0,13,0,0,0,0.0,0,0,0,0,0
0.447009635,66,0,0.102518233,7266.0,3,0,0,0,0.0,0,0,0,0,0
0.21739855,56,0,0.410453497,1300.0,5,0,1,0,0.0,0,0,0,0,0
0.429526901,33,0,0.50497469,5728.0,6,0,2,0,1.0,0,0,0,2,0
0.07159642,70,0,2408.0,5400.0,2,0,1,0,0.0,0,0,0,0,0
0.13782495,32,0,0.671684181,3520.0,8,0,1,0,0.0,0,0,0,0,0
1.018796241,47,0,4979.040000000037,5400.0,7,0,2,1,0.0,0,1,0,-1,1
0.118171664,53,1,0.525975299,5100.0,12,0,1,0,2.0,0,0,0,-1,0
0.00292064,66,0,0.002097535,5720.0,13,0,0,0,0.0,0,0,0,0,0
0.011298882,69,0,0.158122928,7841.0,21,0,1,0,0.0,0,0,0,0,0
0.056470748,61,0,0.260903007,13000.0,19,0,1,0,4.0,0,0,0,-1,0
0.253422866,56,0,0.51184251,3250.0,10,0,1,0,1.0,0,0,0,2,0
0.133982483,55,0,1615.0,1.0,13,0,1,0,0.0,0,0,0,-1,0
0.9999999,28,0,0.0,1.0,0,0,0,0,1.0,1,0,0,2,0
0.123622157,52,0,0.242864054,6200.0,4,0,1,0,1.0,1,0,0,2,0
0.015689699,37,1,0.730098146,3667.0,12,0,1,0,2.0,0,0,0,-1,0
0.924198251,27,0,896.0,5400.0,6,0,0,0,0.0,0,0,0,0,0
0.062322946,61,0,0.447127394,1200.0,5,0,1,0,0.0,0,0,0,0,0
0.223419276,41,0,3382.0,5400.0,15,0,2,0,1.0,0,0,0,-1,0
0.080153308,38,0,0.358306507,10250.0,7,0,2,1,1.0,0,0,1,-1,1
0.256373039,39,0,0.193465876,8600.0,13,0,0,0,0.0,0,0,0,0,0
0.703307285,43,0,0.323119777,14000.0,18,0,3,0,1.0,0,0,0,-1,0
0.061990463,26,0,0.17988008,1500.0,6,0,0,0,0.0,0,0,0,0,0
0.010143838,72,0,0.004917872,10166.0,8,0,0,0,0.0,0,0,0,0,0
0.357743659,44,0,0.360831524,15200.0,19,0,2,0,2.0,0,0,0,-1,0
0.9999999,73,0,0.0,5400.0,2,0,0,0,0.0,0,0,0,0,0
0.001173173,65,0,41.0,5400.0,8,0,0,0,0.0,0,0,0,0,0
0.264436417,63,0,0.541899441,3400.0,11,0,1,0,2.0,0,0,0,3,0
0.9999999,33,0,0.0,7000.0,0,0,0,0,0.0,0,0,0,0,0
0.464144499,59,0,4001.0,5400.0,23,0,3,0,1.0,0,0,0,-1,0
1.0929557681400022,48,0,0.24772927,6825.0,3,2,0,0,0.0,0,1,1,-1,1
0.340416046,43,0,4979.040000000037,5400.0,19,0,4,0,2.0,0,0,0,-1,0
0.045458754,68,0,109.0,5400.0,5,0,0,0,0.0,0,0,0,0,0
0.269296783,40,1,0.428433269,11373.0,17,0,3,0,2.0,1,0,0,-1,0
0.054143358,60,0,0.20217901,7250.0,13,0,1,0,1.0,0,0,0,2,0
0.02090034,73,0,0.090619308,13175.0,10,0,3,0,0.0,0,0,0,0,0
0.135072801,48,0,0.348314607,9166.0,6,0,1,1,2.0,0,0,1,-1,1
0.0,46,0,0.168207948,4000.0,6,0,0,0,0.0,0,0,0,0,0
0.911359055,46,0,4669.0,5400.0,10,0,1,1,0.0,0,1,0,-1,1
0.9574336,43,1,1.287142571,5000.0,8,0,2,0,2.0,0,0,0,-1,0
0.143912268,38,2,0.417867809,7700.0,16,0,3,0,0.0,0,0,0,-1,0
0.60309155,70,0,1124.0,5400.0,24,0,0,0,0.0,0,0,0,-1,0
0.9999999,44,0,0.003792188,2636.0,0,2,0,0,1.0,1,1,1,-1,1
0.282370636,81,0,0.351486451,3800.0,12,0,0,0,0.0,0,0,0,0,0
0.004379837,72,0,0.247738601,5416.0,9,0,1,0,0.0,0,0,0,0,0
0.0,57,0,0.372662734,10000.0,11,0,2,0,2.0,0,0,0,3,0
0.9999999,46,1,3297.0,5400.0,6,0,1,2,0.0,0,1,0,-1,1
0.010344471,54,0,0.001127714,7093.0,2,0,0,0,1.0,0,0,0,2,0
0.612269387,67,0,0.254668431,6800.0,5,0,1,0,0.0,0,0,0,0,0
0.0,62,0,0.0,2300.0,1,0,0,0,0.0,0,0,0,0,0
0.399008603,53,2,0.27266565,5900.0,7,1,1,1,0.0,0,1,1,-1,1
0.032877543,55,0,26.0,5400.0,6,0,0,0,0.0,0,0,0,0,0
0.121435143,31,0,0.080456407,3417.0,3,0,1,0,0.0,0,0,0,0,0
0.637272661,44,0,3359.0,5400.0,14,0,2,0,2.0,0,0,0,-1,0
0.273659133,62,0,0.825301205,1825.0,5,0,1,1,0.0,0,0,1,-1,1
0.9999999,43,0,0.0,5400.0,0,0,0,0,0.0,0,0,0,0,0
0.010172121,57,0,1483.0,5400.0,6,0,1,0,3.0,0,0,0,-1,0
0.593924099,53,0,0.611564739,6000.0,6,0,2,0,0.0,0,0,0,0,0
0.96119687,26,1,278.0,5400.0,4,1,0,1,0.0,0,1,1,-1,1
0.053354963,62,0,839.0,5400.0,11,0,2,0,0.0,0,0,0,0,0
0.221164914,51,1,0.04860393,2900.0,6,0,0,0,0.0,0,0,0,4,0
0.014992674,80,0,0.017267495,3300.0,13,0,0,0,0.0,0,0,0,0,0
0.969206159,34,1,0.508383423,3160.0,3,0,1,0,1.0,0,0,0,-1,0
0.999197432,29,0,264.0,5400.0,4,0,0,0,0.0,0,0,0,0,0
0.825458313,65,0,0.952698201,1500.0,5,0,1,0,0.0,0,0,0,0,0
0.280168565,70,0,0.254248584,3000.0,2,0,1,0,1.0,0,0,0,2,0
0.016030276,44,0,0.09319318,7800.0,10,0,0,0,1.0,0,0,0,2,0
0.13013382,62,0,2222.0,5400.0,16,0,3,0,0.0,0,0,0,-1,0
0.108493973,43,0,1120.0,5400.0,9,0,1,0,4.0,0,0,0,-1,0
0.634710331,50,0,4025.0,5400.0,7,0,3,0,0.0,0,0,0,-1,0
0.296285186,56,0,4979.040000000037,5400.0,11,0,4,0,0.0,0,0,0,-1,0
0.035085855,48,0,0.118888111,10000.0,9,0,1,0,2.0,0,0,0,3,0
0.023460787,53,0,0.471168831,9624.0,7,1,3,0,0.0,1,0,1,-1,1
1.003212904,45,0,0.49759514,11850.0,8,0,2,0,3.0,0,0,0,-1,0
0.022130383,24,0,0.640682095,820.0,6,0,0,0,0.0,0,0,0,0,0
0.3979607,63,0,3702.0,5400.0,12,0,2,0,0.0,0,0,0,-1,0
0.999917403,39,0,1.300131637,2278.0,6,0,1,0,3.0,0,0,0,-1,0
0.0,51,0,2371.0,5400.0,3,0,1,0,0.0,0,0,0,0,0
0.064092806,43,0,0.533558305,8000.0,11,0,3,0,3.0,0,0,0,-1,0
0.016321977,56,0,0.009579342,2400.0,8,0,0,0,0.0,0,0,0,0,0
0.303068396,54,0,0.452109578,5000.0,4,0,2,0,0.0,0,0,0,0,0
0.152856928,62,0,4979.040000000037,5400.0,7,0,2,0,0.0,0,0,0,-1,0
0.139972196,59,0,0.67666322,2900.0,12,0,1,0,1.0,0,0,0,2,0
0.0,77,0,306.0,5400.0,4,0,0,0,0.0,0,0,0,0,0
0.924840733,81,0,1886.0,5400.0,17,0,0,0,1.0,0,0,0,-1,0
0.237288136,49,0,0.305275186,5250.0,5,0,2,0,1.0,0,0,0,2,0
1.079052599,36,1,3866.0,5400.0,12,0,2,2,0.0,1,1,0,-1,1
0.254191017,60,1,0.600395928,3535.0,15,1,2,1,0.0,0,1,1,-1,1
0.515902884,58,0,0.155655483,8672.0,6,0,0,0,0.0,0,0,0,0,0
0.66759249,40,0,0.449610245,3591.0,5,0,1,0,0.0,0,0,0,0,0
0.138695473,69,0,0.197156694,6400.0,6,0,1,0,0.0,0,0,0,0,0
0.700249792,27,0,0.242380261,2066.0,4,0,0,0,2.0,0,0,0,3,0
0.261994786,81,0,0.38447555,5500.0,14,0,1,0,1.0,0,0,0,-1,0
0.04969503,55,0,1637.0,5400.0,5,0,3,0,0.0,0,0,0,0,0
0.7066082,67,0,0.480906149,9269.0,10,0,2,0,1.0,0,0,0,-1,0
0.231653797,48,0,0.404193077,2050.0,7,0,1,0,0.0,0,0,0,0,0
0.300372746,38,0,0.758825045,3880.0,12,0,2,0,0.0,0,0,0,0,0
0.00539964,61,0,1830.0,5400.0,16,0,1,0,0.0,0,0,0,0,0
0.044807875,82,0,0.028138837,7000.0,8,0,0,0,0.0,0,0,0,0,0
0.0,30,0,0.198476916,2100.0,3,0,0,0,0.0,1,0,0,0,0
0.532195707,44,0,0.518402342,4781.0,5,0,1,0,2.0,0,0,0,3,0
0.050274693,56,0,0.329926683,4500.0,8,0,1,0,0.0,0,0,0,0,0
0.22577957,59,0,0.303523788,17991.0,10,0,2,0,1.0,0,0,0,-1,0
0.006329263,55,0,0.124310055,4166.0,3,0,0,0,1.0,0,0,0,2,0
0.946645536,39,0,0.336509594,7660.0,7,0,1,0,3.0,0,0,0,-1,0
0.260454984,71,0,0.121713729,5134.0,4,0,0,0,0.0,0,0,0,0,0
0.543964507,31,0,0.101550316,10900.0,10,0,0,0,1.0,0,0,0,2,0
0.0,70,0,0.0,23000.0,5,0,0,0,1.0,0,0,0,-1,0
0.48202681,49,0,0.350340136,5291.0,6,0,1,0,2.0,0,0,0,3,0
0.028930634,81,0,17.0,5400.0,3,0,0,0,0.0,0,0,0,0,0
0.822117788,37,1,0.699941623,3425.0,6,0,1,0,0.0,0,0,0,-1,0
0.087460836,59,0,0.427771482,15000.0,12,0,4,0,2.0,0,0,0,-1,0
0.9999999,36,0,0.500313283,3191.0,8,0,2,0,0.0,0,0,0,0,0
0.0739507,24,0,0.003109729,2250.0,3,0,0,0,0.0,0,0,0,0,0
0.043919712,60,0,0.256908763,7200.0,6,0,1,0,1.0,0,0,0,2,0
0.458498449,53,0,0.374609702,13130.0,17,0,2,0,0.0,0,0,0,-1,0
0.610778443,53,1,0.130115985,7500.0,2,0,1,0,0.0,0,0,0,-1,0
0.014249555,60,0,4979.040000000037,5400.0,7,0,2,0,0.0,0,0,0,-1,0
0.242501363,27,0,40.0,5400.0,1,0,0,0,0.0,0,0,0,0,0
0.185572462,46,0,0.211234321,5500.0,7,0,1,0,4.0,0,0,0,6,0
0.208733811,47,0,0.637991508,5416.0,6,0,2,0,1.0,0,0,0,2,0
0.304067837,52,0,0.306615564,6000.0,9,0,3,0,1.0,0,0,0,2,0
0.619735915,50,1,0.107420387,13125.0,7,0,0,0,2.0,0,0,0,-1,0
0.0,66,0,0.459506849,9124.0,13,0,2,0,3.0,0,0,0,-1,0
0.776447106,52,0,11.0,5400.0,1,0,0,1,0.0,0,1,1,-1,1
0.001071386,76,0,0.334234721,1848.0,6,0,1,0,0.0,0,0,0,0,0
0.244688828,44,0,0.597171422,4100.0,8,0,2,0,2.0,0,0,0,3,0
0.229305801,41,3,0.301740096,5401.0,11,0,2,0,0.0,0,0,0,-1,1
0.16134876,62,0,0.068154257,8245.0,4,0,0,0,0.0,0,0,0,0,0
0.427685836,63,2,4979.040000000037,5400.0,22,0,2,0,0.0,0,0,0,-1,0
0.089113911,31,0,0.125597566,4601.0,10,0,0,0,0.0,0,0,0,0,0
0.877561219,37,1,0.024680476,2268.0,6,0,0,0,0.0,0,0,0,-1,0
0.034413715,50,0,0.014513788,6200.0,3,0,0,0,0.0,0,0,0,0,0
0.259093264,56,0,0.543560058,3454.0,9,0,1,0,3.0,0,0,0,-1,0
0.039352491,57,1,0.376646474,17992.0,16,0,1,0,1.0,0,0,0,-1,0
0.052574622,63,0,0.387910993,6021.0,10,0,2,0,1.0,0,0,0,2,0
0.077123105,56,0,0.326278954,6000.0,11,0,2,0,2.0,0,0,0,3,0
0.057857485,58,0,578.0,5400.0,5,0,1,0,0.0,0,0,0,0,0
0.702297702,31,2,0.076105588,2916.0,7,0,0,0,1.0,0,0,0,-1,0
0.0,38,0,0.766073007,7916.0,8,0,3,0,2.0,0,0,0,3,0
0.504091946,41,1,0.640109058,3300.0,10,0,1,0,2.0,1,0,0,-1,0
0.033300891,80,0,0.180671269,4200.0,10,0,1,0,0.0,0,0,0,0,0
0.9999999,49,1,356.0,5400.0,0,3,0,0,2.0,1,1,1,-1,1
0.68223715,37,0,3776.0,5400.0,17,0,1,0,3.0,0,0,0,-1,0
0.042997134,46,0,0.182742386,23000.0,14,0,2,0,0.0,0,0,0,-1,0
0.006611661,46,0,0.097236651,4812.0,7,0,1,0,0.0,0,0,0,0,0
0.043433317,66,0,0.122751442,8838.0,11,0,1,0,1.0,0,0,0,2,0
0.042382985,68,0,0.271654018,8300.0,8,0,3,0,1.0,0,0,0,2,0
